amount,freq_per_hr,gas_price,contract_call,hour,label,from_addr,to_addr,nonce,timestamp
24.976687779216768,5,41.24016420648134,1,5,0,0x8ef577d40568f1bc1904121a3a289b16ead2973d,0xd6dc46220462490d6caee7703810ff5dccaa050e,88708,2025-10-21 12:21:08
10.492088646316471,1,51.469045232565655,0,17,0,0x38a26069a1bdd5ec8520bbe33fc799fdc69f66b1,0x5e8cf43733ac80b2a3702dd15b89c8e942788a0f,4883,2025-10-21 12:21:08
22.281922188975145,4,65.51246943269463,0,18,0,0x8510a0033db8cbbf022715a3c95c4b880205fbf2,0xbe94c9b8a268dc114794738c34bbb68e4d6cc311,53586,2025-10-21 12:21:08
10.226513904858274,4,52.88291656636004,0,21,0,0xd05f4bb7d17b4f7bf93e39ee3fdae538826b4eb8,0x41de113764f65e7de7645aa976f49f73c53b4921,61622,2025-10-21 12:21:08
23.584171338198814,6,34.476705303968046,1,11,0,0x1294bf49bedd6cfd77d0d020097f0818d68200ae,0xa02ca0d5a12c74b112274738215afe31fd539a3c,17089,2025-10-21 12:21:08
16.455446258552517,2,35.3922044175511,0,20,0,0x956854fd117e07a9a6642666fbeea1223bf89ef0,0x933708d244336d392a8d339b7bfa63d791cc81d9,70087,2025-10-21 12:21:08
11.650306055678179,3,52.69135779310033,0,7,0,0xeeb66a3ca02f4b16d996b94ebf9e5033a7e10654,0xdd2fc5687a5ee7aca499cdffbb830ecd74c8287d,50292,2025-10-21 12:21:08
17.389398775747345,2,43.83428653546672,0,18,0,0xbccc7aec11805cc2ec476cb37fafaff9ad1f64fa,0xe5eaf99a776d626b2acff8af4a7b22c2ce78cdf6,7013,2025-10-21 12:21:08
15.277486831411435,3,24.859367257622367,0,15,0,0x52fa9661f091b7a92a3725120835e617b8d9a141,0x052f09d1cb265ef1fb402d021f34f29d4a69c87e,95942,2025-10-21 12:21:08
9.66924888566882,3,47.2909483164638,1,11,0,0xa4653d16b98026fefd8c46e963417bee01b265d6,0xbb5eed8f7b3a18597739408e6f0a99fd28aab054,64284,2025-10-21 12:21:08
47.58015272290146,3,37.89863393162618,1,14,0,0xa4d3ee62c961bb7b5bfe2242f5f17caba8ce6d2a,0xd3060f01807c0a087d067131cd54aa4bfd7bc09f,1063,2025-10-21 12:21:08
13.608992424416739,4,30.10715735559782,0,16,0,0xdf93fb918fd4b1956c1e0c60231640bfbf796f31,0x10319a6fb440e14606ab1e18f793f483f9cb7c40,98283,2025-10-21 12:21:08
16.65438353294576,2,34.68893946705737,0,14,0,0xef6a15f0d66b33e941893a8d280636fd9ef53376,0xe69aa267f3aed596726465c4e29121d210894fd8,58833,2025-10-21 12:21:08
14.600782744171605,4,48.36583045459035,0,23,0,0x3a550c1f355071c4344e9796bd8bace0551a75ac,0xf7d6b5af3f996fc60fd8d3681c7a3d32f93808ca,85558,2025-10-21 12:21:08
7.329620706212403,6,36.62619210317533,1,23,0,0x989465ae453f2c005d87b187fddb83f81c0c8976,0x980c857c7d7fa7fb006abcb8ad97acff4786a9ac,73577,2025-10-21 12:21:08
16.0749487921126,5,44.67518964157905,0,17,0,0xdc7b0d8bf9a8eba8cfd53c1a360d82cc3b4bc234,0xe284a7a00ff2e14a8c87425756bdbc6e688024a3,40377,2025-10-21 12:21:08
10.20378932668695,4,49.72639762990012,1,2,0,0xb0fd89c9cfd3cf83d0b4c824f2b201186718c29c,0xb00c34314926ff31a7fc91a67925fb3b1718f8a7,31912,2025-10-21 12:21:08
4.38403939805042,5,47.52194854234287,0,3,0,0x1b087cebaf36bd2f23f1d93927a1fa823c9de9ee,0x9274e9d41b27d0358794cffd67b8d2a7e20cc368,68362,2025-10-21 12:21:08
14.822650117987354,2,56.572445477310254,0,3,0,0x2277cc53037512b6aa33efe47dd68fe4035589c4,0x969addfd4ce0f0b832a466e47493d5237992acf9,68039,2025-10-21 12:21:08
15.320032279679786,4,38.276064156734975,0,9,0,0x45a5257b5ffbfa42045d5d52e3e2176a7c5aebed,0xc2579109c061893d644f68388a709faae827452a,59841,2025-10-21 12:21:08
8.112069526921706,2,44.58508895422621,0,21,0,0x60943921dd879e15f22466a90a6655cfc122c218,0x61c21cfa8adcd275c0ace579d2fd6d501fda4635,7880,2025-10-21 12:21:08
